cl hl sl el mrsc
AcAraBraRta_1 AcAraBraRta_1 - fallen_6 _fallen_n_1
AcAraBraRta_4 AcAraBraRta_3 - debased_2 _debased/NN_u_unknown
AcArahIna_1 AcArahIna_1 - characterless_1 _characterless/NN_u_unknown
acaraja_1 acaraja_1 - surprise_2 _surprise_n_1
acaraja_2 acaraja_2 - astonishment_2 _astonishment_n_1
acaraja_3 acaraja_3 - wonder_2 _wonder_n_1
AcaraNa_1 AcaraNa_1 AcaraNa_1 conduct_1 _conduct_n_1
AcaraNa_2 AcaraNa_2 AcaraNa_2 behaviour_1 _behavior_n_1
AcaraNa_3 AcaraNa_3 AcaraNa_3 practice_2 _practice_n_of
AcAraSAswra_1 AcAraSAswra_1 - ethology_1 _ethology/NN_u_unknown
AcAraSAswra_2 AcAraSAswra_2 - ethics_1 _ethics_n_1
AcAravAn_1 AcAravAn_1 - mannerly_5 _mannerly/RB_u_unknown
AcArya_1 AcArya_1 - teacher_2 _teacher_n_of
AcArya_2 AcArya_2 AcAryya_1 preceptor_1 _preceptor/NN_u_unknown
AcArya_3 AcArya_3 - professor_1 _professor_n_of
AcArya_4 AcArya_4 - initiator_1 _initiator_n_1
AcArya_5 AcArya_5 - principal_4 _principal_n_1
AcArya_6 AcArya_6 - scholar_6 _scholar_n_1
acCA_1 acCA_1 - good_1 _good_a_at-for-of
acCA_2 acCA_2 - fine_1 _fine_a_for
acCA_3 acCA_3 - excellent_1 _excellent_a_1
acCA_4 acCA_4 - pleasant_1 _pleasant_a_1
acCA_5 acCA_5 - righteous_1 _righteous_a_1
acCA_6 acCA_6 - sound_1 _sound_a_1
acCA_7 acCA_7 - genuine_2 _genuine_a_1
acCA_8 acCA_8 - well_9 _well_a_1
acCAI_1 acCAI_1 - goodness_1 _goodness_n_1
acCAI_2 acCAI_2 - virtue_1 _virtue_n_of
acCAI_3 acCAI_3 - merit_1 _merit_n_1
acCAI_4 acCAI_4 - good_28 _good_n_1
acCApana_1 acCApana_1 - goodness_2 _goodness_n_1
acCA+vyavahAra_1 acCA+vyavahAra_1 - square_5 _square_a_1
AcCaxa_1 AcCaxa_1 - sheath_1 _sheath_n_1
AcCaxa_2 AcCaxa_2 - lid_1 _lid_n_1
AcCaxa_3 AcCaxa_3 - cover_1 _cover_n_1
AcCAxana_1 AcCAxana_1 AcCAxana_1 covering_1 _covering_n_1
AcCAxana_2 AcCAxana_2 AcCAxana_2 cover_2 _cover_n_1
AcCAxiwa_1 AcCAxiwa_1 granW_1 wreathe_1 _wreathe_v_1
AcCAxiwa+kara_1 AcCAxiwa+kara_1 Cax_1 cover_31 _cover_v_1
acCe+DZaMga+se_1 acCe+DZaMga+se_1 - sweetly_1 _sweet_a_to
acCe+se_1 acCe+se_1 - nicely_1 _nice_a_of-for
acCe+se+DUzDa_1 acCe+se+DUzDa_1 mqj_1 comb_3 _comb_v_2
acCI+jAwi+kA+GodZA_1 acCI+jAwi+kA+GodZA_1 - steed_1 _steed_n_1
AcCinna_1 AcCinna_1 - amputated_1 _amputated/VBN_u_unknown
acCinna_1 acCinna_1 - uninterrupted_1 _uninterrupted_a_1
acCinna_2 acCinna_2 - unbroken_3 _unbroken_a_1
acCinna_3 acCinna_3 - undivided_3 _undivided_a_1
acCI+waraha_1 acCI+waraha_1 - soundly_1 _sound_a_1
acCI+waraha+kAtA+huA+goSwa_1 acCI+waraha+kAtA+huA+goSwa_1 - forcemeat_1 _forcemeat_n_1
acewa_1 acewa_1 - unconscious_1 _unconscious_a_of
acewa_2 acewa_2 - senseless_1 _senseless_a_for
acewa+kara_1 acewa+kara_1 AGAwamUrcCiwa_1 stun_1 _stun_v_1
acewana_1 acewana_1 acewana_1 unconscious_2 _unconscious_a_of
acewanA_1 acewanA_1 acEwanya_1 unconsciousness_1 _unconsciousness/NN_u_unknown
acewana_2 acewana_2 acewana_2 inanimate_1 _inanimate_a_1
acewanA_2 acewanA_2 - inanimation_1 _inanimation/NN_u_unknown
acEwanya_1 acEwanya_1 - unconscious_3 _unconscious_a_of
aCexya_1 aCexya_1 aCexya_2 impenetrable_1 _impenetrable_a_1
aCexya_2 aCexya_2 aCexya_1 indivisible_3 _indivisible_a_1
acikiwsya_1 acikiwsya_1 acikiwsya_1 incurable_3 _incurable_a_1
aciMwanIya_2 aciMwanIya_2 acinwanIya_1 incomprehensible_2 _incomprehensible_a_1
aciMwiwa_1 aciMwiwa_1 - unplanned_1 _plan_v_1
aciMwiwa_2 aciMwiwa_2 - unexpected_1 _expect_v_1
aciMwiwa_3 aciMwiwa_3 - unworried_1 _worry_v_1
acInhA_1 acInhA_1 - unknown_1 _unknown_a_1
acInhA_2 acInhA_2 - unidentified_1 _identify_v_1
acinwya_1 acinwya_1 acinwya_1 inconceivable_2 _inconceivable_a_to
acira_1 acira_1 - prompt_1 _prompt_a_1
aCora_1 aCora_1 - unending_1 _unending_a_1
acUka_1 acUka_1 - infallible_1 _infallible_a_1
acUka_2 acUka_2 - unfailing_2 _unfailing_a_1
acUka_3 acUka_3 - unerring_1 _unerring/JJ_u_unknown
acUka_4 acUka_4 - sure_2 _sure_a_of
aCUwA_1 aCUwA_1 - fresh_1 _fresh_a_1
aCUwa_1 aCUwa_1 - untouchable_1 _untouchable/JJ_u_unknown
aCUwA_2 aCUwA_2 - untouched_3 _untouched_a_1
acyuwa_1 acyuwa_1 - infallible_2 _infallible_a_1
acyuwa_2 acyuwa_2 - unerring_2 _unerring/JJ_u_unknown
acyuwa_3 acyuwa_3 - immutable_1 _immutable/JJ_u_unknown
adajA_1 adajA_1 - persist_1 _persist_v_1
AdaMbara_1 AdaMbara_1 Adambara_1 ostentation_2 _ostentation/NN_u_unknown
AdaMbara_2 AdaMbara_2 - affectation_2 _affectation/NN_u_unknown
AdaMbara_3 AdaMbara_3 - tinsel_1 _tinsel/NN_u_unknown
AdaMbara_4 AdaMbara_4 - hypocrisy_1 _hypocrisy_n_1
AdambarI_1 AdambarI_1 - ostentatious_7 _ostentatious_a_1
AdaMbarI_3 AdaMbarI_3 - hypocrite_5 _hypocrite_n_1
addA_1 addA_1 - stand_1 _stand_n_1
addA_2 addA_2 - base_1 _base_n_1
addA_3 addA_3 - haunt_1 _haunt_n_1
addA_4 addA_4 - resort_1 _resort_n_1
addA_5 addA_5 - perch_1 _perch_n_1
adde+para+bETa_1 adde+para+bETa_1 Rvap_1 roost_1 _roost_v_1
adiga_1 adiga_1 - unflinching_1 _unflinching/VBG_u_unknown
adiga_2 adiga_2 - firm_5 _firm_a_1
adiga_3 adiga_3 - steady_2 _steady_a_1
AdI+xIvAra_1 AdI+xIvAra_1 - traverse_1 _traverse_n_1
AdZa_12 AdZa_1 - cover_3 _cover_n_1
AdZA_1 AdZA_1 - oblique_1 _oblique_a_1
adZa_1 adZa_1 - obstinacy_1 _obstinacy/NN_u_unknown
AdZA_2 AdZA_2 - horizontal_1 _horizontal_a_1
adZa_2 adZa_2 - pertinacity_1 _pertinacity/NN_u_unknown
AdZa_16 AdZa_2 - screen_1 _screen_n_1
AdZa_17 AdZa_3 - barricade_1 _barricade_n_1
adZa_3 adZa_3 vax_1 insist_1 _insist_v_1
AdZA_3 AdZA_3 - transverse_2 _transverse_a_1
adZa_4 adZa_4 - halt_1 _halt_n_1
AdZa_11 AdZa_4 - shield_1 _shield_n_1
adZa_5 adZa_5 anulagnIkq_1 stick_13 _stick_v_1
AdZa_5 AdZa_5 - strut_2 _strut/NN_u_unknown
AdZa_14 AdZa_6 - block_1 _block_n_of
AdZa_7 AdZa_7 - barrier_2 _barrier_n_to
adZAadZI_1 adZAadZI_1 - vying_1 _vying/VBG_u_unknown
adZAadZI_2 adZAadZI_2 - rivalry_1 _rivalry/NN_u_unknown
adZacana_5 adZacana_5 - hindrance_2 _hindrance_n_1
adZacana_2 adZacana_2 - hitch_4 _hitch_n_1
adZacana_3 adZacana_3 - difficulty_1 _difficulty_n_1
adZacana_4 adZacana_4 - impediment_7 _impediment_n_1
adZaMgA_1 adZaMgA_1 - obstacle_3 _obstacle_n_1
adZaMgA_2 adZaMgA_2 - obstruction_2 _obstruction/NN_u_unknown
adZaMgA_3 adZaMgA_3 - impediment_2 _impediment_n_1
adZaMgebAjZa_1 adZaMgebAjZa_1 - obstructionist_2 _obstructionist/NN_u_unknown
adZasI-padZosI_1 adZasI-padZosI_1 - neighbours_1 _neighbor_n_1
ADZawa_1 ADZawa_1 - brokerage_1 _brokerage/NN_u_unknown
ADZawa_2 ADZawa_2 - commission_1 _commission_n_of
ADZawiyA_1 ADZawiyA_1 - broker_1 _broker_n_1
adZaxAra_1 adZaxAra_1 - unflinching_2 _unflinching/NN_u_unknown
AdZa+xe_1 AdZa+xe_1 Cax_2 screen_9 _screen_v_1
AdZe+wiraCe_1 AdZe+wiraCe_1 - crosswise_1 _crosswise_a_1
AdZe+wiraCe+jA_1 AdZe+wiraCe+jA_1 wQ_1 traverse_2 _traverse_v_1
adZiyala_1 adZiyala_1 - inflexible_1 _inflexible_a_1
adZiyala_2 adZiyala_2 - stubborn_1 _stubborn_a_1
adZiyala_3 adZiyala_3 aSvawarasvaBAva_1 mulish_1 _mulish/JJ_u_unknown
adZiyala_4 adZiyala_4 - wilful_1 _wilful/JJ_u_unknown
adZosa-padZosa_1 adZosa-padZosa_1 - vicinity_7 _vicinity_n_of
adZosa+padZosa_1 adZosa+padZosa_1 - vicinity_8 _vicinity_n_of
AdZU_1 AdZU_1 - peach_1 _peach_n_1
Aga_1 Aga_1 - fire_4 _fire_n_1
AgA_1 AgA_1 - front_1 _front_n_1
aga_1 aga_1 - immovable_1 _immovable_a_1
aGa_1 aGa_1 aGa_1 sin_1 _sin_n_1
AgA_2 AgA_2 - frontage_1 _frontage/NN_u_unknown
aga_2 aga_2 - unintelligible_1 _unintelligible_a_1
AgA_3 AgA_3 - face_1 _face_n_1
Aga+buJA_1 Aga+buJA_1 ruX_1 stifle_1 _stifle_v_1
agadZama-bagadZama_1 agadZama-bagadZama_1 - junk_2 _junk_n_1
agAdZI_4 agAdZI_4 - facing_7 _facing_n_1
agAdZIpiCAdZI_1 agAdZIpiCAdZI_1 - see_98 _see_n_1
AgajZanI_1 AgajZanI_1 - arson_1 _arson/NN_u_unknown
agalA_1 agalA_1 - next_1 _next_a_1
agalA_2 agalA_2 - following_1 _follow_v_1
agalA_3 agalA_3 - coming_1 _come_v_1
agalA_4 agalA_4 - approaching_1 _approach_v_1
agala-bagala_1 agala-bagala_1 - adjoining_2 _adjoin_v_1
agala-bagZala_1 agala-bagZala_1 - nearby_1 _nearby_p
Agama_1 Agama_1 - approaching_2 _approach_v_1
agama_1 agama_1 - inaccessible_1 _inaccessible_a_1
Agama_2 Agama_2 - birth_1 _birth_n_1
agama_2 agama_2 agama_1 unattainable_1 _unattainable/JJ_u_unknown
agama_3 agama_3 - incomprehensible_1 _incomprehensible_a_1
Agama_3 Agama_3 Agama_2 origin_1 _origin_n_1
agama_4 agama_4 - incohabitable_1 _incohabitable/NN_u_unknown
Agama_4 Agama_4 Agama_3 scripture_1 _scripture_n_1
Agama_5 Agama_5 - induction_1 _induction_n_of
Agama_6 Agama_6 - proceeds_1 _proceeds_n_1
Agamana_1 Agamana_1 Agamana_1 arrival_1 _arrival_n_1
Agamana_2 Agamana_2 Agamana_2 approach_1 _approach_n_to
Agamana_3 Agamana_3 - induction_2 _induction_n_of
AgamanAwmaka_1 AgamanAwmaka_1 - inductive_1 _inductive_a_1
aGamarRaNa_1 aGamarRaNa_1 - purification_5 _purification_n_of
AgAmI_1 AgAmI_1 - next_2 _next_a_1
AgAmI_3 AgAmI_3 - coming_2 _come_v_1
AgAmI_4 AgAmI_4 - ensuing_1 _ensue_v_1
Agamika_1 Agamika_1 - incoming_1 _incoming_a_1
AgaMwuka_1 AgaMwuka_1 - comer_1 _comer/NN_u_unknown
AgaMwuka_2 AgaMwuka_2 - visitor_2 _visitor_n_of
AgaMwuka_3 AgaMwuka_3 - visiting_3 _visit_v_1
agamya_1 agamya_1 agamya_1 inaccessible_4 _inaccessible_a_1
agamyAgamana_1 agamyAgamana_1 agamyAgamana_1 incest_1 _incest/NN_u_unknown
agamyawA_1 agamyawA_1 agamyawA_1 inaccessibility_1 _inaccessibility/NN_u_unknown
agamyawA_2 agamyawA_2 - unintelligibility_1 _unintelligibility/NN_u_unknown
agamyawA_3 agamyawA_3 - incohabitability_1 _incohabitability/NN_u_unknown
agaNanIya_1 agaNanIya_1 agaNanIya_1 innumerable_1 _innumerable_a_1
agaNiwa_1 agaNiwa_1 - unnumbered_1 _number_v_1
agaNiwa_3 agaNiwa_3 - numberless_1 _numberless/JJ_u_unknown
Aganwuka_1 Aganwuka_1 - arrival_6 _arrival_n_1
AgA+pICA+kara_1 AgA+pICA+kara_1 - teeter_1 _teeter_v_1
AgAra_1 AgAra_1 - depository_1 _depository/NN_u_unknown
agara-magara_1 agara-magara_1 - wavering_1 _wavering/NN_u_unknown
agara-magara_2 agara-magara_2 - hitch_1 _hitch_n_1
agarhiwa_1 agarhiwa_1 - uncensured_1 _censure_v_1
agarhiwa_2 agarhiwa_2 - uncondemned_1 _condemn_v_to
Aga-roka_1 Aga-roka_1 - fire-proof_1 _proof_n_of
aGata_1 aGata_1 - untoward_1 _untoward_a_1
aGata_2 aGata_2 - unworthy_1 _unworthy_a_of
aGata_3 aGata_3 - improbable_1 _improbable/JJ_u_unknown
agAU_1 agAU_1 - forward_1 _forward_p
agAU_2 agAU_2 - advance_1 _advance_n_of
agavAnI_1 agavAnI_1 - reception_1 _reception_n_of
AGAwa_1 AGAwa_1 AGAwa_3 blow_1 _blow_n_1
AGAwa_2 AGAwa_2 AGAwa_1 stroke_1 _stroke_n_1
AGAwa_3 AGAwa_3 AGAwa_2 hit_1 _hit_n_1
AGAwa_4 AGAwa_4 - shock_1 _shock_n_1
AGAwa_5 AGAwa_5 AGAwa_4 impact_1 _impact_n_1
AGAwa_6 AGAwa_6 - trauma_1 _trauma/NN_u_unknown
AGAwa_7 AGAwa_7 - accent_1 _accent_n_1
agawi_1 agawi_1 - stagnation_1 _stagnation/NN_u_unknown
agawi_2 agawi_2 - inertia_2 _inertia_n_1
agAXa_1 agAXa_1 agAXa_1 unfathomable_2 _unfathomable/JJ_u_unknown
agAXa_2 agAXa_2 agAXa_2 profound_1 _profound_a_1
agAXa_3 agAXa_3 agAXa_3 deep_1 _deep_a_1
Age_1 Age_1 - ahead_1 _ahead_p
Age_2 Age_2 - before_1 _before_p
Age_3 Age_3 - forward_3 _forward_p
Age+baDA_1 Age+baDA_1 AkAlAnwarAw_1 postpone_2 _postpone_v_1
Age+baDa_1 Age+baDa_1 pragam_1 progress_12 _progress_v_1
Age+baDa_2 Age+baDa_2 kqR_1 pull_5 _pull_v_1
Age+baDa_3 Age+baDa_3 anusq_1 pursue_1 _pursue_v_1
Age+baDZA_1 Age+baDZA_1 - further_2 _further_v_1
Age+baDZA_2 Age+baDZA_2 vyAp_1 reach_6 _reach_v_1
Age+baDZa+jA_1 Age+baDZa+jA_1 grah_1 overtake_1 _overtake_v_1
Age+ho_1 Age+ho_1 nI_1 lead_6 _lead_v_1
Age+jA_1 Age+jA_1 vqw_1 fare_4 _fare_v_1
Age+kA_1 Age+kA_1 - fore_1 _fore_n_1
Age+kI+ora_1 Age+kI+ora_1 - forward_4 _forward_p_dir
Age+kUxa_1 Age+kUxa_1 - lunge_1 _lunge_v_1
Age+nikala+jA_1 Age+nikala+jA_1 grah_2 overtake_2 _overtake_v_1
Age+nikala+jZA_1 Age+nikala+jZA_1 awi-kram_1 surpass_1 _surpass_v_1
A+Gera_1 A+Gera_1 grah_3 overtake_3 _overtake_v_1
Age+xiyA+huA_1 Age+xiyA+huA_1 - following_12 _following_a_1
aGikArI_1 aGikArI_1 - officer_1 _officer_n_1
aGikArI_2 aGikArI_2 - authority_3 _authority_n_1
Agneya_1 Agneya_1 Agneya_1 fiery_1 _fiery_a_1
agni_1 agni_1 agni_1 fire_1 _fire_n_1
agni_2 agni_2 agni_2 appetite_1 _appetite_n_1
agnikAMda_1 agnikAMda_1 - arson_2 _arson/NN_u_unknown
agnikAMda_2 agnikAMda_2 - conflagration_1 _conflagration/NN_u_unknown
agnikaNa_1 agnikaNa_1 agnikaNa_1 spark_3 _spark_n_1
agni+kA+prakASa_1 agni+kA+prakASa_1 - firelight_1 _firelight_n_1
agnimaya_1 agnimaya_1 agnimaya_1 fiery_5 _fiery_a_1
agniparIkRA_1 agniparIkRA_1 - ordeal_1 _ordeal_n_1
agni+parIkRA_1 agni+parIkRA_1 - ordeal_2 _ordeal_n_1
agnipUjA_1 agnipUjA_1 - fire-worship_1 _worship_n_1
agnipUjaka_1 agnipUjaka_1 - fire-worshipper_1 _worshipper_n_1
agni+sambanXI_1 agni+sambanXI_1 - igneous_1 _igneous_a_1
agnisaMskAra_1 agnisaMskAra_1 - cremation_4 _cremation/NN_u_unknown
agnivarXaka_1 agnivarXaka_1 - digestive_2 _digestive_n_1
agniwrkIdZA_1 agniwrkIdZA_1 - firework_1 _firework/NN_u_unknown
agnixAha_1 agnixAha_1 - cremating_1 _cremating/NN_u_unknown
agnixAha_2 agnixAha_2 - cremation_3 _cremation/NN_u_unknown
agnyaswra_1 agnyaswra_1 - firearms_1 _firearm_n_1
agocara_1 agocara_1 agocara_1 imperceptible_1 _imperceptible_a_1
aGorI_1 aGorI_1 - filthy_1 _filthy_a_1
aGorI_2 aGorI_2 - detestable_1 _detestable/JJ_u_unknown
aGoRiwa_1 aGoRiwa_1 - undeclared_1 _undeclared_a_1
agra_1 agra_1 agra_2 first_1 ord
agra_2 agra_2 agra_1 foremost_1 _foremost_a_1
agra_3 agra_3 - chief_1 _chief_n_1
agraBAga_1 agraBAga_1 - nose_3 _nose_n_1
agragAmI_1 agragAmI_1 - pioneering_4 _pioneer_v_1
agragAmI_2 agragAmI_2 - pioneer_4 _pioneer_n_1
agragAmI_3 agragAmI_3 agragAmI_1 leader_7 _leader_n_of
agragaNya_1 agragaNya_1 - leading_5 _lead_v_1
Agraha_1 Agraha_1 - insistence_1 _insistence_n_on
Agraha_2 Agraha_2 Agraha_1 pertinacity_2 _pertinacity/NN_u_unknown
Agraha_3 Agraha_3 Agraha_2 persistence_1 _persistence_n_1
AgrahahI_2 AgrahahI_2 - pertinacious_2 _pertinacious/NN_u_unknown
AgrahapUrvaka_1 AgrahapUrvaka_1 - insistingly_1 _insistingly/RB_u_unknown
agrahya_1 agrahya_1 - unacceptable_1 _unacceptable_a_1
agrahya_2 agrahya_2 - inadmissible_1 _inadmissible_a_1
agrahya_3 agrahya_3 - ineligible_1 _ineligible/JJ_u_unknown
agrahya_4 agrahya_4 - invalid_1 _invalid_a_1
agraleKa_1 agraleKa_1 - editorial_1 _editorial_n_1
agrAmya_1 agrAmya_1 - civil_1 _civil_a_1
agrAmya_2 agrAmya_2 - civic_1 _civic_a_1
agrAmya_3 agrAmya_3 - urbane_1 _urbane_a_1
agrAmya_4 agrAmya_4 - refined_1 _refine_v_1
agraNI_1 agraNI_1 - leading_1 _lead_v_1
agrasara+kiyA_1 agrasara+kiyA_1 - relay_1 _relay_v_1
agravarwI_1 agravarwI_1 - advance_2 _advance_n_of
agravarwI_2 agravarwI_2 - forward_2 _forward_p
agrawA_1 agrawA_1 agrawA_1 priority_3 _priority_n_1
agrawA_2 agrawA_2 - precedence_2 _precedence_n_1
agraxUwa_1 agraxUwa_1 - herald_2 _herald_n_1
agraxUwa_2 agraxUwa_2 - fore-runner_1 _runner_n_1
agrayAyI_1 agrayAyI_1 - pioneering_5 _pioneer_v_1
agrayAyI_2 agrayAyI_2 - leading_6 _lead_v_1
agrima_1 agrima_1 agrima_1 first_2 ord
agrima_2 agrima_2 - foremost_2 _foremost_a_1
agrima_3 agrima_3 - chief_2 _chief_n_1
agrima_5 agrima_5 - advance_8 _advance_n_of
agrimarASi_1 agrimarASi_1 - advance_9 _advance_n_of
aguA_1 aguA_1 - leader_1 _leader_n_of
aguA_2 aguA_2 - pioneer_1 _pioneer_n_1
aguA_3 aguA_3 - forerunner_1 _forerunner_n_1
aguA_4 aguA_4 - guide_1 _guide_n_1
aguAI_1 aguAI_1 - leadership_3 _leadership_n_1
aguAI_2 aguAI_2 - guidance_2 _guidance_n_1
agUDZa_6 agUDZa_6 - intelligible_1 _intelligible/JJ_u_unknown
agUDZa_2 agUDZa_2 - apparent_1 _apparent_a_to
agUDZa_3 agUDZa_3 - simple_1 _simple_a_for
aguvAI+kara_1 aguvAI+kara_1 nI_2 guide_9 _guide_v_to
AgZAjZa_1 AgZAjZa_1 - beginning_1 _beginning_n_1
AgZAjZa_2 AgZAjZa_2 - start_1 _start_n_1
AgZAjZa_3 AgZAjZa_3 - commencement_2 _commencement_n_of
AhA_1 AhA_1 - joy_3 _joy_n_1
Aha_5 Aha_2 - sigh_4 _sigh_n_1
AhA_2 AhA_2 - sorrow_3 _sorrow/NN_u_unknown
AhA_3 AhA_3 - aha_3 _aha_a_1
ahaha_1 ahaha_1 - sorrow_2 _sorrow/NN_u_unknown
ahaha_2 ahaha_2 - agony_2 _agony_n_1
ahaha_3 ahaha_3 - aha_2 _aha_a_1
ahalakAra_1 ahalakAra_1 - clerk_1 _clerk_n_1
aha_4 aha_4 - ego_2 _ego_n_1
ahama_1 ahama_1 - important_1 _important_a_for
ahama_2 ahama_2 - significant_3 _significant_a_for
ahamakZa_1 ahamakZa_1 - blockhead_1 _blockhead/NN_u_unknown
ahamakZa_2 ahamakZa_2 - idiot_1 _idiot_n_1
ahamakZa_3 ahamakZa_3 - fool_1 _fool_n_1
ahaMBAva_1 ahaMBAva_1 - ego_6 _ego_n_1
ahaMBAva_2 ahaMBAva_2 - egoism_2 _egoism/NN_u_unknown
ahamiyawa_1 ahamiyawa_1 - importance_1 _importance_n_1
ahamiyawa_2 ahamiyawa_2 - significance_1 _significance_n_1
ahaMkAra_1 ahaMkAra_1 ahafkAra_3 vanity_3 _vanity_n_1
ahaMkAra_2 ahaMkAra_2 ahafkAra_1 egotism_1 _egotism/NN_u_unknown
ahaMkAra_3 ahaMkAra_3 - vainglory_1 _vainglory/NN_u_unknown
ahaMkArI_1 ahaMkArI_1 ahafkArI_1 egotist_1 _egotist/NN_u_unknown
ahammanyawA_1 ahammanyawA_1 - vainglory_3 _vainglory/NN_u_unknown
ahammanyawA_2 ahammanyawA_2 - conceit_8 _conceit_n_1
ahammanyawA_3 ahammanyawA_3 - pretentiousness_1 _pretentiousness/NN_u_unknown
ahaMvAxa_1 ahaMvAxa_1 - egoism_3 _egoism/NN_u_unknown
ahaMvAxiwA_1 ahaMvAxiwA_1 - egoism_4 _egoism/NN_u_unknown
ahaMwA_1 ahaMwA_1 - ego_3 _ego_n_1
ahaMwA_2 ahaMwA_2 - egoism_1 _egoism/NN_u_unknown
AhAra_1 AhAra_1 AhAra_1 food_2 _food_n_1
AhAra_2 AhAra_2 AhAra_2 diet_1 _diet_n_1
AhAra_3 AhAra_3 AhAra_3 victuals_1 _victuals/NNS_u_unknown
aharana_1 aharana_1 - anvil_2 _anvil_n_1
AharaNa_1 AharaNa_1 - exaction_1 _exaction/NN_u_unknown
AharaNa_2 AharaNa_2 - usurpation_2 _usurpation/NN_u_unknown
aharaNIya_1 aharaNIya_1 - inviolable_2 _inviolable/JJ_u_unknown
aharaNIya_2 aharaNIya_2 - unprescriptible_1 _unprescriptible/JJ_u_unknown
AhAravihAra_1 AhAravihAra_1 - routine_6 _routine_n_1
AhAravijFAna_1 AhAravijFAna_1 - dietetics_1 _dietetics/NN_u_unknown
AharwA_1 AharwA_1 - exactor_1 _exactor/NN_u_unknown
AharwA_2 AharwA_2 - usurper_1 _usurper/NN_u_unknown
AhArya_1 AhArya_1 - consumable_1 _consumable/JJ_u_unknown
AhArya_2 AhArya_2 - eatables_1 _eatables/JJ_u_unknown
Ahata_1 Ahata_1 - noise_1 _noise_n_1
Ahata_2 Ahata_2 - injured_1 _injure_v_1
Ahata_3 Ahata_3 - wounded_1 _wound_v_1
Ahata_4 Ahata_4 - offended_1 _offend_v_1
Ahata_5 Ahata_5 - sound_21 _sound_n_of
ahavAla_1 ahavAla_1 - account_9 _account_n_of
ahAwA_1 ahAwA_1 - compound_1 _compound_n_1
ahAwA_2 ahAwA_2 - precincts_1 _precinct_n_1
ahAwA_3 ahAwA_3 - enclosure_1 _enclosure_n_1
ahaxa_1 ahaxa_1 - pledge_1 _pledge_n_1
ahaxa_2 ahaxa_2 - commitment_1 _commitment_n_to
ahaxI_1 ahaxI_1 - slothful_2 _slothful/JJ_u_unknown
ahaxI_2 ahaxI_2 - lazy_2 _lazy_a_1
ahaxI_3 ahaxI_3 - indolent_2 _indolent/JJ_u_unknown
ahewuka_1 ahewuka_1 - unprovoked_2 _provoke_v_1
ahi_1 ahi_1 ahi_1 serpent_1 _serpent_n_1
ahi_2 ahi_2 ahi_2 snake_1 _snake_n_1
ahicCawraka_1 ahicCawraka_1 - mushroom_2 _mushroom_n_1
ahiMsA_1 ahiMsA_1 - non-violence_1 _violence_n_1
ahiMsaka_1 ahiMsaka_1 - non-violent_1 _violent_a_1
ahiMsAwmaka_1 ahiMsAwmaka_1 - non-violent_2 _violent_a_1
ahiMxI_1 ahiMxI_1 - non-Hindi_1 _hindi/JJ_u_unknown
ahiPena_1 ahiPena_1 ahiPena_1 opium_2 _opium_n_1
AhiswA_1 AhiswA_1 - slowly_1 _slow_a_1
AhiswA_2 AhiswA_2 - gently_1 _gentle_a_1
AhiswA_3 AhiswA_3 - softly_1 _soft_a_1
ahiwa_1 ahiwa_1 - harm_5 _harm_n_to
ahiwa_2 ahiwa_2 - damage_1 _damage_n_to
ahiwa_3 ahiwa_3 ahiwa_1 injury_1 _injury_n_1
ahiwa_4 ahiwa_4 ahiwa_2 evil_4 _evil_n_1
ahiwecCA_1 ahiwecCA_1 ahiwecCA_1 malevolence_1 _malevolence/NN_u_unknown
AhlAxa_1 AhlAxa_1 AhlAxa_1 delight_3 _delight_n_1
AhlAxa_2 AhlAxa_2 AhlAxa_2 joy_4 _joy_n_1
AhlAxa_3 AhlAxa_3 - mirth_1 _mirth/NN_u_unknown
AhlAxa_4 AhlAxa_4 - rapture_3 _rapture/NN_u_unknown
AhlAxiwa_1 AhlAxiwa_1 - raptured_1 _raptured/VBN_u_unknown
AhlAxiwa+kara_1 AhlAxiwa+kara_1 uwwul_1 lift_3 _lift_v_cause
AhUwa_1 AhUwa_1 - invited_2 _invite_v_to
AhUwa_2 AhUwa_2 - summoned_1 _summon_v_to
Ahuwi_1 Ahuwi_1 - sacrifice_1 _sacrifice_n_1
AhvAhana+pawra_1 AhvAhana+pawra_1 - summons_8 _summons_n_1
AhvAna_1 AhvAna_1 AhvAna_1 call_3 _call_n_1
AhvAna_2 AhvAna_2 - summons_1 _summons_n_1
AhvAna_3 AhvAna_3 AhvAna_2 invocation_1 _invocation_n_1
AhvAna_4 AhvAna_4 AhvAna_3 citation_1 _citation_n_1
ahvAna+kara_1 ahvAna+kara_1 hve_1 invoke_1 _invoke_v_1
AIna_1 AIna_1 - law_1 _law_n_1
AinA_1 AinA_1 - mirror_1 _mirror_n_1
AInA_1 AInA_1 - mirror_6 _mirror_n_1
Aisa-krIma_1 Aisa-krIma_1 - ice-cream_1 _ice+cream_n_1
AisiMga_1 AisiMga_1 - icing_1 _icing_n_1
Aisotopa_1 Aisotopa_1 - isotope_1 _isotope_n_1
aja_1 aja_1 aja_1 unborn_1 _unborn_a_1
aja_2 aja_2 - eternal_1 _eternal_a_1
Aja_1 Aja_1 - today_2 _today_a_1
ajaba_1 ajaba_1 - strange_1 _strange_a_to
ajaba_2 ajaba_2 - peculiar_1 _peculiar_a_1
ajagara_1 ajagara_1 - python_1 _python/NN_u_unknown
